make,price,year,kilometer,fuel type,transmission,color,owner,seller type,engine,seating capacity,fuel tank capacity
Mahindra,1950000,2022,4500,Diesel,Automatic,Black,First,Individual,2184.0,4.0,57.0
BMW,1295000,2011,56000,Diesel,Automatic,Grey,First,Individual,1995.0,5.0,52.00220966084276
Hyundai,890000,2017,49000,Petrol,Manual,Grey,First,Individual,1591.0,5.0,60.0
Mercedes-Benz,6750000,2022,7000,Diesel,Automatic,Blue,First,Individual,1950.0,5.0,66.0
BMW,2275000,2015,78362,Diesel,Automatic,Red,First,Individual,1995.0,5.0,60.0
Mahindra,1864999,2020,30000,Diesel,Automatic,Blue,First,Individual,2184.0,4.0,57.0
Hyundai,540000,2015,59000,Diesel,Manual,Silver,First,Individual,1396.0,5.0,45.0
BMW,3125000,2018,49000,Diesel,Automatic,Blue,First,Individual,1995.0,5.0,63.0
Mercedes-Benz,3200000,2014,60513,Diesel,Automatic,Silver,First,Corporate,2997.0,5.0,70.0
Mercedes-Benz,2750000,2019,56500,Diesel,Automatic,White,First,Individual,2143.0,5.0,50.0
Hyundai,400000,2013,71000,Diesel,Manual,Grey,First,Individual,1582.0,5.0,43.0
Audi,3750000,2016,88000,Diesel,Automatic,White,Second,Individual,2967.0,7.0,75.0
Hyundai,800000,2018,68000,Diesel,Manual,Grey,First,Individual,1396.0,5.0,60.0
Maruti Suzuki,780000,2017,94827,Diesel,Manual,Others,First,Individual,1248.0,5.0,48.0
Maruti Suzuki,220000,2010,62000,Petrol,Manual,Brown,First,Individual,998.0,5.0,35.0
Maruti Suzuki,225000,2012,57000,CNG,Manual,Silver,First,Individual,998.0,5.0,35.0
BMW,2385000,2017,22120,Diesel,Automatic,White,First,Individual,1995.0,5.0,51.0
BMW,3400000,2019,11000,Diesel,Automatic,Black,First,Individual,1995.0,5.0,63.0
Audi,2850000,2017,58000,Petrol,Automatic,Black,First,Individual,1798.0,5.0,75.0
Maruti Suzuki,990000,2019,54572,Diesel,Manual,White,First,Individual,1248.0,5.0,48.0
Honda,325000,2010,56000,Petrol,Automatic,Gold,First,Individual,1497.0,5.0,42.0
Honda,325000,2011,89000,Petrol,Automatic,Silver,Second,Individual,1497.0,5.0,42.0
Skoda,549000,2014,42000,Diesel,Automatic,Bronze,First,Individual,1498.0,5.0,55.0
Renault,340000,2017,6000,Diesel,Manual,Maroon,First,Individual,1461.0,5.0,41.0
Honda,425000,2013,79500,Diesel,Manual,Silver,First,Individual,1498.0,5.0,35.0
BMW,1689999,2015,82000,Diesel,Automatic,White,Second,Individual,1995.0,5.0,57.0
Toyota,2750000,2021,34228,Diesel,Manual,White,First,Individual,2393.0,8.0,55.0
Maruti Suzuki,515000,2014,141334,Diesel,Manual,White,Second,Individual,1248.0,5.0,42.0
Maruti Suzuki,550000,2018,50000,Petrol,Manual,White,First,Individual,1197.0,5.0,42.0
Nissan,550000,2014,65000,Diesel,Manual,Brown,First,Individual,1461.0,5.0,50.0
Tata,555000,2018,20000,Petrol,Automatic,Red,First,Individual,1199.0,5.0,35.0
Maruti Suzuki,391000,2017,24000,Petrol,Manual,Silver,First,Individual,998.0,5.0,35.0
Maruti Suzuki,560000,2017,36000,Petrol,Automatic,Silver,First,Individual,1197.0,5.0,32.0
Audi,1420000,2013,117000,Diesel,Automatic,Black,First,Individual,1968.0,5.0,64.0
Volkswagen,950000,2021,24000,Petrol,Manual,White,First,Individual,999.0,5.0,45.0
Maruti Suzuki,490000,2017,82000,Petrol,Manual,White,First,Individual,1197.0,5.0,37.0
Hyundai,1044999,2016,78000,Diesel,Manual,Black,First,Individual,1582.0,5.0,60.0
Audi,5200000,2017,45000,Diesel,Automatic,Grey,Second,Individual,2967.0,7.0,75.0
Hyundai,1125000,2019,50000,Petrol,Automatic,White,First,Individual,1591.0,5.0,43.0
MINI,1950000,2014,24000,Diesel,Automatic,Red,Second,Individual,1496.0,5.0,44.0
Maruti Suzuki,260000,2009,77000,Petrol,Manual,Beige,Second,Individual,1298.0,5.0,43.0
Hyundai,165000,2009,55000,Petrol,Manual,White,First,Individual,1197.0,5.0,35.0
Hyundai,490000,2018,66000,Petrol,Manual,White,First,Individual,1197.0,5.0,43.0
Maruti Suzuki,185000,2012,37000,Petrol,Manual,Red,First,Individual,998.0,5.0,35.0
Honda,375000,2012,80350,Petrol,Manual,Silver,First,Individual,1497.0,5.0,42.0
Mercedes-Benz,975000,2013,102000,Diesel,Automatic,White,First,Individual,2143.0,5.0,66.0
Maruti Suzuki,450000,2016,48200,Petrol,Manual,Silver,Second,Individual,1197.0,5.0,42.0
Maruti Suzuki,459999,2015,55000,Diesel,Manual,Silver,Second,Individual,1248.0,5.0,42.0
Lexus,5200000,2020,14000,Hybrid,Automatic,Blue,First,Individual,2487.0,5.0,50.0
Hyundai,700000,2020,25000,Petrol,Manual,White,First,Individual,1197.0,5.0,37.0
Volkswagen,1025000,2020,20124,Petrol,Manual,Red,First,Individual,999.0,5.0,45.0
Hyundai,380000,2015,55660,Petrol,Manual,Grey,First,Individual,1197.0,5.0,43.0
Skoda,819999,2015,94580,Petrol,Automatic,Black,First,Individual,1798.0,5.0,50.0
Mercedes-Benz,1691000,2015,45000,Petrol,Automatic,White,Second,Individual,1991.0,5.0,50.0
Mercedes-Benz,5200000,2019,10000,Diesel,Automatic,Blue,First,Individual,1950.0,5.0,66.0
Maruti Suzuki,725000,2016,57000,Diesel,Manual,White,First,Individual,1248.0,5.0,43.0
Hyundai,725000,2021,45000,CNG,Manual,Grey,First,Individual,1197.0,5.0,60.0
Maruti Suzuki,155000,2011,90342,CNG,Manual,White,Second,Individual,796.0,5.0,35.0
Honda,700000,2022,1000,Petrol,Manual,White,First,Individual,1199.0,5.0,35.0
Hyundai,235000,2011,135000,Diesel,Manual,White,First,Individual,1582.0,5.0,43.0
Toyota,1975000,2014,123000,Diesel,Manual,White,Second,Individual,2982.0,7.0,80.0
Mahindra,810000,2012,47531,Diesel,Manual,White,First,Individual,2179.0,7.0,70.0
Kia,1350000,2019,79000,Diesel,Manual,Grey,Second,Individual,1493.0,5.0,50.0
Mahindra,450000,2011,95000,Diesel,Manual,White,First,Individual,2179.0,8.0,60.0
Hyundai,250000,2011,53000,Petrol,Manual,White,First,Individual,1197.0,5.0,35.0
Hyundai,819999,2020,30000,Diesel,Manual,White,First,Individual,1396.0,5.0,45.0
Toyota,2690000,2017,65000,Diesel,Automatic,Grey,First,Individual,2755.0,7.0,80.0
Hyundai,1240000,2018,440000,Diesel,Automatic,Grey,First,Individual,1582.0,5.0,55.0
Honda,790000,2016,63088,Petrol,Manual,White,First,Individual,1497.0,5.0,40.0
Hyundai,150000,2008,62000,Petrol,Manual,Red,Second,Individual,1086.0,5.0,35.0
Chevrolet,400000,2011,80000,Diesel,Manual,Silver,Third,Individual,1991.0,5.0,60.0
BMW,8300000,2020,29000,Diesel,Automatic,Blue,First,Individual,2993.0,5.0,80.0
Volvo,6000000,2020,2600,Diesel,Automatic,Blue,First,Individual,1969.0,5.0,55.0
Hyundai,390000,2014,81000,Diesel,Manual,White,First,Individual,1120.0,5.0,43.0
Hyundai,385000,2011,73000,Petrol,Manual,Grey,First,Individual,1591.0,5.0,43.0
Ford,3650000,2019,34000,Diesel,Automatic,Black,First,Individual,3198.0,7.0,80.0
Hyundai,547000,2013,36623,Petrol,Manual,Silver,First,Individual,1591.0,5.0,43.0
Hyundai,1295000,2018,30000,Petrol,Automatic,Black,First,Individual,1591.0,5.0,55.0
Maruti Suzuki,570000,2022,5000,Petrol,Manual,White,First,Individual,1692.5755432036383,5.0,32.0
Honda,844999,2014,80121,Petrol,Automatic,White,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Hyundai,250000,2011,64000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,35.0
Toyota,1670000,2019,39000,Petrol,Automatic,Brown,Second,Individual,1798.0,5.0,55.0
Maruti Suzuki,890000,2017,70000,Diesel,Manual,Maroon,Second,Individual,1248.0,5.0,48.0
Audi,2380000,2019,36000,Diesel,Automatic,White,Second,Individual,1968.0,5.0,50.0
Maruti Suzuki,775000,2018,40000,Petrol,Automatic,Red,First,Individual,1197.0,5.0,37.0
Mercedes-Benz,7050000,2022,1102,Petrol,Manual,Black,UnRegistered Car,Individual,1692.5755432036383,5.0,52.00220966084276
Volkswagen,500000,2014,62000,Diesel,Manual,Brown,First,Individual,1498.0,5.0,45.0
Mercedes-Benz,675000,2011,97000,Diesel,Automatic,Black,First,Individual,2143.0,5.0,66.0
Volkswagen,525000,2014,43550,Petrol,Manual,Orange,First,Individual,1198.0,5.0,45.0
Ford,850000,2019,28000,Diesel,Manual,White,First,Individual,1498.0,5.0,52.0
Renault,390000,2018,47874,Petrol,Manual,Red,First,Individual,999.0,5.0,28.0
Hyundai,965000,2018,87001,Diesel,Manual,White,First,Individual,1582.0,5.0,43.0
Ssangyong,975000,2013,72000,Diesel,Automatic,Silver,First,Individual,2696.0,7.0,78.0
BMW,3025000,2019,59000,Diesel,Automatic,Blue,First,Individual,1995.0,5.0,63.0
Toyota,650000,2012,143477,Diesel,Manual,Gold,Second,Individual,2494.0,7.0,55.0
Audi,1390000,2014,85900,Diesel,Automatic,Brown,First,Individual,1968.0,5.0,50.0
Maruti Suzuki,950000,2022,10000,Petrol,Automatic,Bronze,First,Individual,1197.0,5.0,37.0
Audi,5900000,2018,47000,Diesel,Automatic,Blue,First,Individual,2967.0,7.0,75.0
Maruti Suzuki,409999,2014,55000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,42.0
Volkswagen,575000,2017,69508,Diesel,Manual,White,Second,Individual,1498.0,5.0,45.0
Honda,1450000,2022,2500,Diesel,Manual,White,First,Individual,1498.0,5.0,40.0
Maruti Suzuki,185000,2010,64000,Petrol,Manual,Silver,First,Individual,1586.0,5.0,50.0
Mercedes-Benz,1650000,2014,53089,Petrol,Automatic,Silver,Second,Individual,1796.0,5.0,80.0
Maruti Suzuki,823000,2018,90000,Petrol,Automatic,Green,First,Individual,1462.0,5.0,43.0
Tata,2095000,2021,23000,Diesel,Manual,Red,First,Individual,1956.0,5.0,50.0
Maruti Suzuki,350000,2012,55000,Petrol,Manual,Blue,First,Individual,998.0,5.0,35.0
Hyundai,335000,2016,64000,Diesel,Manual,White,Second,Individual,1186.0,5.0,43.0
Hyundai,649000,2020,52236,Petrol,Manual,Silver,First,Individual,1197.0,5.0,43.0
Honda,400000,2013,76000,Petrol,Manual,White,First,Individual,1497.0,5.0,42.0
BMW,5500000,2020,19000,Petrol,Automatic,Black,First,Individual,1998.0,5.0,57.0
Toyota,1375000,2013,97000,Diesel,Manual,White,First,Individual,2982.0,7.0,80.0
Hyundai,1190000,2018,76000,Diesel,Automatic,White,First,Individual,1582.0,5.0,60.0
Tata,1930000,2021,15000,Diesel,Manual,Black,First,Individual,1956.0,5.0,50.0
Toyota,990000,2015,98000,Diesel,Manual,Gold,First,Individual,2494.0,7.0,55.0
Hyundai,725000,2017,36597,Petrol,Manual,Red,Second,Individual,1197.0,5.0,45.0
Mercedes-Benz,6100000,2022,500,Diesel,Automatic,Grey,First,Individual,1950.0,5.0,66.0
Maruti Suzuki,575000,2015,48000,Petrol,Manual,Red,First,Individual,1373.0,5.0,43.0
Land Rover,3200000,2016,55000,Diesel,Automatic,Blue,Second,Individual,1999.0,7.0,65.0
Toyota,2850000,2022,16000,Diesel,Automatic,White,First,Individual,2393.0,7.0,55.0
Maruti Suzuki,725000,2016,53000,Petrol,Manual,Grey,First,Individual,1373.0,7.0,45.0
Nissan,380000,2013,35000,Diesel,Manual,Grey,First,Individual,1461.0,5.0,41.0
Honda,434999,2014,50000,Petrol,Automatic,White,First,Individual,1199.0,5.0,35.0
Volkswagen,425000,2016,52600,Petrol,Manual,Silver,First,Individual,1198.0,5.0,45.0
Honda,675000,2020,25000,Petrol,Manual,White,First,Individual,1199.0,5.0,35.0
Hyundai,399000,2014,74000,Petrol,Manual,White,First,Individual,1197.0,5.0,43.0
Volkswagen,685000,2015,85000,Diesel,Automatic,Grey,First,Individual,1498.0,5.0,55.0
Maruti Suzuki,265000,2011,28000,Petrol,Manual,Silver,First,Individual,1692.5755432036383,5.0,52.00220966084276
Volkswagen,940000,2021,35000,Petrol,Manual,Maroon,First,Corporate,1598.0,5.0,55.0
Mercedes-Benz,13100000,2021,17000,Petrol,Automatic,White,First,Individual,2999.0,7.0,90.0
Audi,2690000,2016,57000,Diesel,Automatic,White,First,Individual,1968.0,5.0,75.0
Honda,1255000,2021,10000,Petrol,Manual,White,First,Corporate,1497.0,5.0,40.0
Audi,825000,2009,63300,Diesel,Automatic,White,First,Individual,2967.0,5.0,75.0
Hyundai,390000,2014,46000,Petrol,Manual,Orange,First,Individual,1197.0,5.0,43.0
Hyundai,525000,2014,64000,Diesel,Manual,White,Second,Individual,1582.0,5.0,43.0
Audi,3450000,2022,4600,Petrol,Automatic,Blue,First,Individual,1984.0,5.0,55.0
Mercedes-Benz,2825000,2018,23000,Diesel,Automatic,Red,First,Individual,2143.0,5.0,52.00220966084276
Mahindra,1090000,2017,144933,Diesel,Manual,White,First,Individual,2179.0,7.0,70.0
Honda,275000,2009,80000,Petrol,Manual,Grey,First,Individual,1497.0,5.0,42.0
Toyota,434999,2015,32545,Petrol,Manual,Silver,First,Individual,1197.0,5.0,45.0
Hyundai,2089999,2019,31000,Diesel,Automatic,White,First,Individual,1995.0,5.0,62.0
Maruti Suzuki,500000,2015,50000,Diesel,Manual,Silver,Second,Individual,1248.0,5.0,42.0
Maruti Suzuki,400000,2015,65000,Diesel,Manual,Silver,Second,Individual,1248.0,5.0,42.0
Hyundai,225000,2012,26000,Petrol,Manual,White,First,Individual,1086.0,5.0,35.0
Mahindra,965000,2021,27000,Diesel,Manual,Black,First,Individual,1497.0,5.0,42.0
Hyundai,825000,2017,62000,Diesel,Manual,White,First,Individual,1396.0,5.0,60.0
Hyundai,254999,2012,17000,Petrol,Manual,Silver,First,Individual,1086.0,5.0,35.0
Mahindra,525000,2015,39234,Diesel,Manual,White,Second,Individual,2523.0,7.0,60.0
Ford,285000,2013,72000,Diesel,Manual,Silver,First,Individual,1498.0,5.0,52.0
Chevrolet,229999,2011,41215,Diesel,Manual,Silver,First,Individual,936.0,5.0,35.0
Volvo,4400000,2020,16519,Petrol,Automatic,White,First,Corporate,1969.0,5.0,54.0
Maruti Suzuki,200000,2011,51000,Petrol,Manual,Orange,Second,Individual,998.0,5.0,35.0
Maruti Suzuki,1011000,2019,74179,Diesel,Automatic,Silver,First,Individual,1248.0,5.0,48.0
Mercedes-Benz,6500000,2020,13000,Diesel,Automatic,Silver,First,Individual,1950.0,5.0,66.0
Maruti Suzuki,1063000,2019,31056,Diesel,Manual,Others,First,Individual,1598.0,5.0,48.0
Maruti Suzuki,675000,2016,49148,Petrol,Automatic,Blue,Second,Individual,1373.0,7.0,45.0
Mercedes-Benz,7475000,2021,13000,Diesel,Automatic,Black,First,Individual,1950.0,5.0,80.0
Mercedes-Benz,7000000,2021,19000,Diesel,Automatic,Black,First,Individual,1950.0,5.0,66.0
Audi,2175000,2015,152000,Diesel,Automatic,White,First,Individual,1968.0,5.0,75.0
Honda,690000,2015,59000,Petrol,Automatic,Silver,First,Individual,1497.0,5.0,40.0
Audi,1525000,2016,32000,Diesel,Automatic,Red,First,Individual,1968.0,5.0,50.0
Honda,475000,2011,72000,Petrol,Automatic,Gold,First,Individual,2354.0,5.0,70.0
Hyundai,1123000,2017,80000,Diesel,Automatic,Silver,First,Individual,1582.0,5.0,45.0
Maruti Suzuki,990000,2019,21894,Petrol,Automatic,White,First,Individual,1462.0,7.0,45.0
BMW,5250000,2018,21000,Diesel,Automatic,Blue,First,Individual,2993.0,5.0,65.0
Honda,515000,2015,63587,Diesel,Manual,Brown,First,Individual,1498.0,5.0,35.0
Maruti Suzuki,850000,2019,32000,Petrol,Automatic,Grey,First,Individual,1462.0,5.0,43.0
Maruti Suzuki,865000,2018,53694,Diesel,Manual,Grey,Second,Individual,1248.0,5.0,48.0
Maruti Suzuki,365000,2009,140000,Diesel,Manual,White,Second,Individual,1248.0,5.0,43.0
Mercedes-Benz,3390000,2015,91100,Diesel,Automatic,Silver,First,Individual,2987.0,7.0,100.0
Audi,1450000,2014,58000,Diesel,Automatic,Black,Second,Individual,1968.0,5.0,65.0
Hyundai,434999,2012,76148,Diesel,Manual,Silver,First,Individual,1396.0,5.0,45.0
Mahindra,650000,2015,104000,Diesel,Manual,White,First,Individual,2523.0,8.0,60.0
Audi,1175000,2013,50000,Diesel,Automatic,White,First,Individual,1968.0,5.0,63.0
Hyundai,325000,2017,56000,Petrol,Manual,Silver,First,Individual,814.0,5.0,32.0
Renault,525000,2014,48000,Diesel,Manual,Silver,First,Individual,1461.0,5.0,50.0
Maruti Suzuki,1225000,2021,23000,Petrol,Manual,White,First,Individual,1462.0,7.0,45.0
Mercedes-Benz,4200000,2021,5600,Diesel,Automatic,Grey,UnRegistered Car,Individual,1950.0,5.0,43.0
Hyundai,550000,2015,33000,Petrol,Manual,Red,First,Individual,1197.0,5.0,45.0
Hyundai,1275000,2019,58900,Diesel,Manual,White,First,Individual,1582.0,5.0,55.0
Jeep,1585000,2019,65000,Diesel,Manual,White,First,Individual,1692.5755432036383,5.0,60.0
Toyota,960000,2012,222000,Diesel,Manual,Silver,First,Individual,2494.0,7.0,55.0
Land Rover,3900000,2016,20000,Diesel,Automatic,Grey,First,Individual,1999.0,7.0,65.0
Renault,434999,2019,32000,Petrol,Manual,Grey,First,Individual,799.0,5.0,28.0
Mahindra,650000,2017,62000,Diesel,Manual,White,First,Individual,2523.0,7.0,52.00220966084276
Maruti Suzuki,775000,2017,71000,Petrol,Manual,Silver,First,Individual,1373.0,7.0,45.0
Hyundai,185000,2008,61000,Petrol,Automatic,Black,Third,Individual,1197.0,5.0,35.0
Maruti Suzuki,204999,2011,42152,Petrol,Manual,Brown,First,Corporate,1692.5755432036383,5.0,52.00220966084276
Hyundai,560000,2017,29000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,43.0
Toyota,1000000,2014,158690,Diesel,Manual,Silver,Second,Individual,2494.0,7.0,55.0
Mercedes-Benz,5000000,2016,61000,Diesel,Automatic,Grey,First,Individual,2987.0,5.0,93.0
Maruti Suzuki,635000,2016,92000,Diesel,Manual,White,Second,Individual,1248.0,5.0,43.0
Maruti Suzuki,650000,2020,42000,Petrol,Manual,White,First,Individual,1197.0,5.0,37.0
Datsun,345000,2019,60969,Petrol,Manual,Silver,First,Individual,1198.0,5.0,35.0
Mahindra,865000,2017,93000,Diesel,Manual,White,First,Individual,2179.0,7.0,70.0
Audi,1380000,2014,100000,Diesel,Automatic,Black,First,Individual,1968.0,5.0,63.0
Maruti Suzuki,585000,2018,31000,Petrol,Manual,Brown,First,Individual,1373.0,5.0,43.0
Toyota,690000,2020,55000,Petrol,Manual,Blue,First,Individual,1197.0,5.0,37.0
Maruti Suzuki,380000,2018,68320,CNG,Manual,Silver,First,Individual,998.0,5.0,35.0
Tata,850000,2018,65000,Diesel,Manual,White,First,Individual,2179.0,7.0,60.0
Toyota,1750000,2013,95000,Diesel,Manual,White,Second,Individual,2982.0,7.0,80.0
Maruti Suzuki,275000,2013,85785,Diesel,Manual,Silver,Second,Individual,1248.0,5.0,43.0
Volkswagen,690000,2018,38000,Petrol,Manual,Gold,First,Individual,1598.0,5.0,55.0
Hyundai,1130000,2020,12905,Petrol,Manual,White,First,Individual,998.0,5.0,37.0
Toyota,2295000,2019,26000,Diesel,Automatic,Silver,First,Individual,2755.0,7.0,55.0
Mercedes-Benz,4100000,2021,9000,Petrol,Automatic,Blue,First,Individual,1332.0,5.0,43.0
Tata,725000,2018,65000,Diesel,Manual,White,Second,Individual,1497.0,5.0,44.0
Hyundai,595000,2019,48000,Petrol,Manual,White,First,Individual,1197.0,5.0,40.0
Hyundai,290000,2011,91000,Petrol,Manual,White,First,Individual,1197.0,5.0,35.0
Hyundai,350000,2011,84873,Petrol,Manual,Red,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Jeep,6100000,2022,15000,Petrol,Automatic,Red,First,Individual,1995.0,5.0,81.0
Mahindra,1080000,2020,52000,Diesel,Manual,White,First,Individual,1497.0,5.0,42.0
Toyota,299000,2013,90000,Diesel,Manual,Blue,Third,Individual,1364.0,5.0,45.0
Maruti Suzuki,575000,2018,58000,Petrol + CNG,Manual,Silver,First,Individual,1197.0,5.0,42.0
Honda,390000,2014,67000,Petrol,Automatic,Red,First,Individual,1198.0,5.0,35.0
Mahindra,875000,2015,67000,Diesel,Manual,White,First,Individual,2179.0,8.0,60.0
Hyundai,1175000,2021,37556,Diesel,Manual,White,First,Individual,1396.0,5.0,45.0
Maruti Suzuki,260000,2012,54000,Petrol,Manual,Bronze,First,Individual,998.0,5.0,35.0
Honda,650000,2019,42000,Petrol,Manual,White,First,Individual,1198.0,5.0,35.0
Volkswagen,625000,2017,55000,Petrol,Manual,Bronze,First,Individual,1198.0,5.0,45.0
MG,1725000,2019,23952,Diesel,Manual,Red,First,Individual,1956.0,5.0,60.0
Maruti Suzuki,299000,2015,92000,CNG,Manual,Brown,Second,Individual,998.0,5.0,35.0
Hyundai,375000,2013,34000,Petrol,Automatic,Red,First,Individual,1197.0,5.0,35.0
Maruti Suzuki,639000,2020,44300,Petrol,Automatic,Silver,First,Individual,998.0,5.0,35.0
Maruti Suzuki,591000,2015,65000,Diesel,Manual,White,First,Individual,1248.0,5.0,43.0
Mercedes-Benz,4200000,2018,102000,Diesel,Automatic,Black,First,Individual,2143.0,5.0,93.0
Honda,250000,2009,110000,Petrol,Automatic,Grey,First,Individual,1497.0,5.0,42.0
Kia,1399000,2021,11000,Petrol,Manual,Silver,First,Individual,1497.0,5.0,50.0
Hyundai,740000,2020,39000,CNG,Manual,Silver,First,Individual,1197.0,5.0,65.0
Hyundai,175000,2009,65000,Petrol,Manual,Blue,Second,Individual,1086.0,5.0,35.0
BMW,3750000,2019,42500,Diesel,Automatic,White,First,Individual,1995.0,5.0,52.00220966084276
BMW,1600000,2013,80000,Diesel,Automatic,Blue,Second,Individual,2993.0,5.0,65.0
Maruti Suzuki,285000,2013,25200,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Honda,250000,2017,132683,Diesel,Manual,Bronze,First,Individual,1498.0,5.0,40.0
Renault,625000,2017,81000,Diesel,Manual,White,First,Individual,1461.0,5.0,50.0
Maruti Suzuki,190000,2011,58888,Petrol,Manual,Maroon,Second,Individual,1692.5755432036383,5.0,52.00220966084276
BMW,4800000,2019,30000,Diesel,Automatic,Black,First,Individual,1995.0,5.0,65.0
Maruti Suzuki,575000,2015,50599,Petrol,Manual,White,Second,Individual,1197.0,5.0,42.0
BMW,2800000,2017,29000,Diesel,Automatic,Brown,Second,Individual,1995.0,5.0,63.0
Honda,785000,2018,23000,Petrol,Automatic,Red,First,Individual,1199.0,5.0,40.0
Land Rover,4575000,2019,50000,Diesel,Automatic,Blue,First,Individual,2179.0,7.0,65.0
Audi,1950000,2016,84878,Diesel,Automatic,White,Second,Individual,1968.0,5.0,64.0
BMW,4800000,2019,31000,Diesel,Automatic,Black,First,Individual,1995.0,5.0,65.0
Toyota,1998999,2019,71063,Diesel,Manual,Silver,First,Individual,2393.0,8.0,55.0
Ford,475000,2016,69001,Petrol,Manual,White,First,Individual,1499.0,5.0,52.0
Hyundai,415000,2014,62000,Diesel,Manual,Silver,Second,Individual,1582.0,5.0,43.0
Hyundai,375000,2012,82000,Diesel,Manual,White,First,Individual,1336.0,5.0,45.0
Toyota,300000,2011,49200,Petrol,Manual,Silver,First,Individual,1496.0,5.0,45.0
Mahindra,1500000,2021,8000,Petrol,Manual,Red,Second,Individual,1997.0,4.0,57.0
Maruti Suzuki,975000,2019,58000,Diesel,Manual,White,First,Individual,1248.0,5.0,48.0
Maruti Suzuki,370000,2015,64000,Petrol,Manual,Grey,First,Individual,998.0,5.0,35.0
Hyundai,250000,2012,48568,Petrol,Manual,White,First,Individual,1086.0,5.0,35.0
Jaguar,3150000,2014,66500,Diesel,Automatic,White,First,Individual,2993.0,5.0,83.0
Mahindra,1115000,2018,58590,Diesel,Manual,Grey,First,Individual,2179.0,7.0,70.0
Hyundai,130000,2009,59000,Petrol,Manual,Silver,Second,Individual,1086.0,5.0,35.0
Maruti Suzuki,299000,2013,47000,Petrol,Manual,Silver,First,Individual,1197.0,5.0,42.0
Hyundai,300000,2014,40000,Petrol,Manual,Silver,First,Individual,1197.0,5.0,45.0
Skoda,3325000,2021,13092,Petrol,Automatic,White,First,Individual,1984.0,5.0,66.0
Audi,1950000,2016,57057,Diesel,Automatic,White,First,Individual,1968.0,5.0,63.0
Maruti Suzuki,500000,2015,90000,Diesel,Manual,White,First,Individual,1248.0,5.0,42.0
Hyundai,595000,2015,45000,Petrol,Manual,White,First,Individual,1197.0,5.0,45.0
Maruti Suzuki,484999,2018,44000,Petrol,Automatic,Grey,First,Individual,998.0,5.0,35.0
Mahindra,1700000,2021,17000,Diesel,Manual,Silver,First,Individual,2184.0,4.0,57.0
Maruti Suzuki,579000,2019,50860,Petrol,Manual,Grey,First,Individual,1197.0,5.0,32.0
Ford,3800000,2020,20000,Diesel,Automatic,Black,First,Individual,1996.0,7.0,80.0
Toyota,3290000,2018,51000,Diesel,Automatic,White,First,Individual,2755.0,7.0,80.0
Mercedes-Benz,4250000,2018,24000,Diesel,Automatic,White,First,Individual,1950.0,5.0,66.0
Maruti Suzuki,535000,2017,34908,Petrol,Manual,Grey,First,Corporate,1197.0,5.0,37.0
Renault,775000,2017,67000,Diesel,Automatic,White,First,Individual,1461.0,5.0,50.0
Maruti Suzuki,345000,2014,19000,Petrol,Automatic,Silver,Second,Individual,998.0,5.0,35.0
Skoda,3400000,2019,30600,Petrol,Automatic,Red,First,Corporate,1984.0,5.0,50.0
BMW,4500000,2018,49500,Diesel,Automatic,Black,First,Individual,1995.0,5.0,65.0
Honda,525000,2016,18800,Petrol,Manual,Grey,First,Individual,1199.0,5.0,40.0
Hyundai,650000,2016,100000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,45.0
Hyundai,1074000,2017,50050,Petrol,Automatic,White,First,Individual,1591.0,5.0,60.0
Hyundai,1750000,2021,14000,Diesel,Manual,Black,First,Individual,1582.0,5.0,60.0
Nissan,590000,2014,55000,Diesel,Manual,Grey,Second,Individual,1461.0,5.0,50.0
Ford,7990000,2018,23000,Petrol,Automatic,Yellow,First,Individual,4951.0,4.0,60.9
Hyundai,1725000,2020,35000,Diesel,Manual,White,First,Individual,1493.0,5.0,50.0
Maruti Suzuki,630000,2019,20734,Petrol,Automatic,Silver,First,Individual,998.0,5.0,35.0
Mercedes-Benz,6975000,2020,15200,Diesel,Automatic,White,First,Individual,1950.0,5.0,66.0
Toyota,1375000,2013,83000,Diesel,Manual,White,First,Individual,2982.0,7.0,80.0
Honda,425000,2014,75000,Diesel,Manual,Brown,First,Individual,1498.0,5.0,35.0
Toyota,2196000,2019,42794,Diesel,Automatic,White,First,Individual,2755.0,8.0,55.0
Mercedes-Benz,6300000,2020,40000,Diesel,Automatic,Silver,First,Corporate,1950.0,6.0,57.0
Maruti Suzuki,200000,2008,41000,Petrol,Manual,Blue,First,Individual,796.0,5.0,35.0
Honda,250000,2009,72256,Petrol,Manual,Black,First,Individual,1497.0,5.0,42.0
Audi,2950000,2018,17300,Diesel,Automatic,Red,First,Individual,1968.0,5.0,50.0
Mahindra,985000,2017,68000,Diesel,Manual,White,First,Individual,2179.0,8.0,60.0
Hyundai,750000,2019,43600,Petrol,Automatic,White,First,Individual,998.0,5.0,45.0
Maruti Suzuki,450000,2018,43000,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Maruti Suzuki,849000,2021,17283,Petrol,Manual,White,First,Individual,1462.0,5.0,48.0
